NameMonthYear,Year,Month_Year,Account_ID,Account_Type,Package,Customer_Demographics_Income,Customer_Demographics_Marital_Status,Customer_Demographics_Education,Number_of_Deposits_Credits,Number_of_Debits,Bill_Payments,Cash_Withdrawals,Point_of_sale_Transactions,Total_Value_of_Debits,Deposits_Made_During_The_Month_Credits,Total_Service_Charges,Total_Balance_at_Month_End,Number_of_Transactions
April-2024,2024,2024-04-02,878,Chequing,Silver,High Income,Divorced,Master's Degree,785,867,$849.00,2824.54,$975.00,"$39,575.96","$11,704.24",$92.59,1597.54,56
April-2024,2024,2024-04-02,859,Savings,Gold,High Income,Married,College Degree,735,561,$489.00,645.77,$650.00,"$20,629.86","$35,142.65",$50.38,8894,341
April-2024,2024,2024-04-02,682,Savings,Gold,Medium Income,Divorced,Some College,675,844,$89.00,1864.44,$589.00,"$20,944.67","$10,228.07",$108.06,1597.48,96
April-2024,2024,2024-04-03,209,Savings,Gold,Medium Income,Single,Some College,149,552,$935.00,1720.12,$923.00,"$20,550.14","$29,918.86",$20.95,7953.11,373
April-2024,2024,2024-04-04,33,Savings,Gold,High Income,Divorced,Master's Degree,828,103,$949.00,1211.61,$134.00,"$18,247.07","$41,449.41",$33.43,5799.6,252
April-2024,2024,2024-04-04,856,Savings,Silver,High Income,Divorced,High School Graduate,179,438,$787.00,1588.46,$220.00,"$7,587.16","$28,218.75",$131.35,3911.73,10
April-2024,2024,2024-04-05,735,Chequing,Gold,Medium Income,Single,High School Graduate,582,180,$456.00,1471.84,$712.00,"$36,930.39","$18,531.06",$8.84,290.26,410
April-2024,2024,2024-04-05,318,Chequing,Gold,Medium Income,Married,High School Graduate,2,624,$322.00,1766.59,$219.00,$335.36,"$24,597.85",$127.42,4110.95,653
April-2024,2024,2024-04-05,506,Savings,Bronze,High Income,Married,Some College,526,437,$411.00,2673.76,$526.00,"$40,893.71","$9,088.11",$109.79,243.84,960
April-2024,2024,2024-04-06,474,Savings,Gold,High Income,Married,College Degree,482,287,$828.00,552.64,$725.00,"$9,388.42","$8,347.23",$120.70,8116.7,2
April-2024,2024,2024-04-06,410,Savings,Gold,Low Income,Married,High School Graduate,522,881,$132.00,1810.05,$414.00,"$36,069.50","$18,270.22",$58.73,3216.58,364
April-2024,2024,2024-04-06,85,Chequing,Silver,Medium Income,Married,Some College,909,695,$301.00,1507.21,$594.00,"$37,986.85","$14,399.90",$24.43,4914.8,980
April-2024,2024,2024-04-07,82,Chequing,Silver,High Income,Single,High School Graduate,737,457,$848.00,1254.91,$884.00,"$23,224.69","$20,476.90",$76.04,2455.81,976
April-2024,2024,2024-04-08,64,Savings,Silver,Medium Income,Single,Master's Degree,965,885,$806.00,2132.4,$441.00,"$37,356.37","$3,801.70",$40.49,6909.73,158
April-2024,2024,2024-04-08,397,Chequing,Silver,High Income,Single,High School Graduate,621,374,$507.00,313.57,$364.00,"$18,011.07","$16,907.59",$142.95,2573.53,532
April-2024,2024,2024-04-08,520,Chequing,Gold,Low Income,Married,Some College,773,170,$562.00,2325.41,$320.00,"$13,323.74","$13,023.80",$44.71,8654.89,46
April-2024,2024,2024-04-09,232,Chequing,Gold,High Income,Single,College Degree,746,929,$103.00,471.58,$848.00,"$4,500.55","$27,752.71",$112.17,9904.84,828
April-2024,2024,2024-04-10,136,Chequing,Bronze,Medium Income,Divorced,Some College,67,233,$13.00,1017.95,$119.00,"$12,493.24",$414.81,$64.32,4342.92,339
April-2024,2024,2024-04-11,514,Chequing,Silver,High Income,Married,College Degree,21,724,$433.00,1515.87,$559.00,"$44,024.18","$4,919.69",$79.12,4430.51,250
April-2024,2024,2024-04-12,54,Savings,Bronze,High Income,Divorced,Master's Degree,171,619,$574.00,2220.25,$618.00,"$31,609.34","$44,427.67",$75.63,9565.05,478
April-2024,2024,2024-04-12,281,Savings,Bronze,High Income,Single,High School Graduate,134,297,$685.00,273.48,$345.00,$186.50,"$38,354.10",$59.51,7820.01,427
April-2024,2024,2024-04-13,492,Savings,Silver,High Income,Single,Master's Degree,105,34,$639.00,1468.08,$52.00,"$43,950.20","$13,524.80",$30.84,821.89,954
April-2024,2024,2024-04-13,386,Savings,Bronze,Medium Income,Single,Some College,20,109,$163.00,1766.07,$607.00,"$27,093.19","$19,495.13",$124.93,1641.71,180
April-2024,2024,2024-04-13,314,Chequing,Silver,Low Income,Married,College Degree,479,814,$435.00,460,$457.00,"$14,711.90","$32,456.33",$56.55,3586.95,973
April-2024,2024,2024-04-13,955,Savings,Bronze,High Income,Married,College Degree,571,519,$415.00,625.23,$40.00,$170.98,"$44,614.01",$94.06,1350.73,248
April-2024,2024,2024-04-14,825,Savings,Silver,Low Income,Divorced,Some College,696,892,$963.00,1750.66,$730.00,"$47,579.77","$13,734.82",$114.05,5668.21,927
April-2024,2024,2024-04-15,927,Savings,Bronze,High Income,Married,Master's Degree,838,604,$926.00,309.54,$553.00,"$45,765.42","$40,593.60",$122.15,2614.89,573
April-2024,2024,2024-04-15,36,Savings,Bronze,Medium Income,Single,High School Graduate,972,164,$580.00,2246.87,$760.00,"$24,620.27","$43,349.25",$113.29,4035.01,207
April-2024,2024,2024-04-16,282,Savings,Gold,High Income,Married,College Degree,724,711,$339.00,364.69,$420.00,"$25,403.07","$10,563.00",$76.51,967.82,622
April-2024,2024,2024-04-16,288,Chequing,Gold,High Income,Divorced,Some College,191,319,$206.00,2107.62,$992.00,"$37,553.84","$29,631.86",$27.26,6807.5,180
April-2024,2024,2024-04-16,321,Savings,Gold,Medium Income,Single,High School Graduate,50,727,$799.00,989.62,$996.00,"$33,452.45","$44,883.34",$41.52,2855.68,99
April-2024,2024,2024-04-16,494,Chequing,Silver,Low Income,Married,College Degree,424,818,$881.00,1175.93,$231.00,"$12,799.77","$26,550.51",$42.51,4143.32,362
April-2024,2024,2024-04-16,897,Savings,Gold,High Income,Single,High School Graduate,144,283,$328.00,1719.25,$686.00,"$10,454.11","$40,879.12",$140.39,4591.77,21
April-2024,2024,2024-04-16,855,Chequing,Bronze,High Income,Divorced,High School Graduate,108,649,$855.00,2170.51,$477.00,"$34,950.72","$25,883.73",$147.62,5633.27,907
April-2024,2024,2024-04-17,876,Chequing,Bronze,Medium Income,Married,Some College,530,660,$954.00,444.99,$519.00,"$42,084.24","$1,813.50",$72.92,2212.61,518
April-2024,2024,2024-04-17,67,Chequing,Gold,Medium Income,Divorced,High School Graduate,244,727,$567.00,1697.41,$931.00,"$23,497.72","$28,401.06",$21.80,5193.73,548
April-2024,2024,2024-04-18,999,Savings,Silver,Low Income,Married,College Degree,241,916,$647.00,2814.56,$267.00,"$46,985.91","$18,878.61",$132.81,5107.02,105
April-2024,2024,2024-04-19,98,Savings,Gold,Medium Income,Divorced,College Degree,421,221,$426.00,2850.78,$918.00,"$8,432.07","$43,645.83",$15.51,249.15,202
